date,longitude,latitude,sst_celsius,current_u_m_s,current_v_m_s,current_speed_m_s,current_direction_deg
2023-11-03,82.0,6.777777777777778,29.05,0.33,2.27,2.2938613733179256,8.271398687974441
2023-11-03,82.0,7.166666666666667,29.04,0.22,5.49,5.49440624635638,2.2947779177685232
2023-11-03,82.0,7.555555555555555,29.14,-0.17,9.34,9.341546981094726,358.95725833810826
2023-11-03,82.0,7.944444444444445,29.51,0.86,11.25,11.282823228252758,4.371442053634532
2023-11-03,82.0,8.333333333333334,29.75,2.28,5.63,6.074150146316767,22.046636027218106
2023-11-03,82.0,8.722222222222221,29.75,3.04,4.68,5.580680962033218,33.00665127641303
2023-11-03,82.0,9.11111111111111,29.67,1.25,1.18,1.7189822570346676,46.650039395577885
2023-11-03,82.0,9.5,29.56,0.61,-0.44,0.7521303078589507,125.80334410837109
2023-11-10,79.5,6.0,29.55,2.7,0.62,2.7702707448911923,77.06739160326049
2023-11-10,79.5,6.388888888888889,29.6,4.7,1.14,4.836279561811952,76.36602721059565
2023-11-10,79.5,6.777777777777778,29.62,4.09,1.51,4.359839446585161,69.73619917506832
2023-11-10,79.5,7.166666666666667,29.66,1.4,3.01,3.319653596386225,24.94390526342458
2023-11-10,79.5,7.555555555555555,29.71,0.13,2.3,2.303670983452281,3.2350150577845755
2023-11-10,79.5,7.944444444444445,29.69,0.06,2.95,2.9506101064017254,1.1651772381887442
2023-11-10,79.5,8.333333333333334,29.52,0.5,0.97,1.091283647820309,27.269471988458072
2023-11-10,79.5,8.722222222222221,29.49,0.47,-0.67,0.818413098624405,144.9506266879516
2023-11-10,79.5,9.11111111111111,29.53,-0.35,-1.14,1.1925183436744276,197.0674048184644
2023-11-10,79.5,9.5,29.58,0.28,-0.74,0.7912016177940993,159.27444113443946
2023-11-10,79.77777777777777,6.0,29.55,3.2,-3.52,4.757141999141922,137.72631099390625
2023-11-10,79.77777777777777,6.388888888888889,29.6,2.18,-3.72,4.311704999185357,149.62878012622647
2023-11-10,79.77777777777777,6.777777777777778,29.62,0.45,0.8,0.9178779875342911,29.357753542791276
2023-11-10,79.77777777777777,7.166666666666667,29.66,,,,
2023-11-10,79.77777777777777,7.555555555555555,29.71,,,,
2023-11-10,79.77777777777777,7.944444444444445,29.69,,,,
2023-11-10,79.77777777777777,8.333333333333334,29.52,,,,
2023-11-10,79.77777777777777,8.722222222222221,29.49,-0.65,0.46,0.7963039620647383,305.2867489750597
2023-11-10,79.77777777777777,9.11111111111111,29.53,,,,
2023-11-10,79.77777777777777,9.5,29.58,0.19,-0.63,0.6580273550544841,163.2173558547293
2023-11-10,80.05555555555556,6.0,29.5,3.47,-3.09,4.64639645316669,131.68474198559665
2023-11-10,80.05555555555556,6.388888888888889,29.56,,,,
2023-11-10,80.05555555555556,6.777777777777778,29.58,,,,
2023-11-10,80.05555555555556,7.166666666666667,29.62,,,,
2023-11-10,80.05555555555556,7.555555555555555,29.65,,,,
2023-11-10,80.05555555555556,8.722222222222221,29.52,,,,
